name,city,country,iata,icao,x,y,elevation
Michigan City Municipal Airport,Michigan City,United States,MGC,KMGC,-86.8211975098,41.703300476100004,655
Seward Airport,Seward,United States,SWD,PAWD,-149.41900634765625,60.12689971923828,22
Grand Marais Cook County Airport,Grand Marais,United States,GRM,KCKC,-90.38289642330001,47.8382987976,1799
Wausau Downtown Airport,Wausau,United States,AUW,KAUW,-89.6266021729,44.9262008667,1201
Kalundborg Airport,Kalundborg,Denmark,\N,EKKL,11.25,55.70029830932617,1
Mary Airport,Mary,Turkmenistan,MYP,UTAM,61.896702,37.6194,728
Bungle Bungle Airport,Bungle Bungle,Australia,\N,YBUU,128.3070068359375,-17.545299530029297,0
Sazená Airport,Sazena,Czech Republic,LKS,LKSZ,14.2588996887,50.3246994019,761
Spray View Airport,Spray View,Zimbabwe,\N,FVSV,25.816999435424805,-17.91699981689453,3210
Reykjahlíð Airport,Myvatn,Iceland,MVA,BIRL,-16.918100357055664,65.65579986572266,1030
Sabadell Airport,Sabadell,Spain,QSA,LELL,2.1050798892974854,41.52090072631836,485
Whitsunday Island Airport,Airlie Beach,Australia,WSY,YWHI,148.755,-20.27611,40
Delaware County Johnson Field,Muncie,United States,MIE,KMIE,-85.3958969116211,40.2422981262207,937
Purdue University Airport,Lafayette,United States,LAF,KLAF,-86.93689727783203,40.41230010986328,606
Brown County Airport,Georgetown,United States,\N,KGEO,-83.88269805908203,38.881900787353516,958
North Las Vegas Airport,Las Vegas,United States,VGT,KVGT,-115.19400024414,36.21070098877,2205
Kenosha Regional Airport,Kenosha,United States,ENW,KENW,-87.92780304,42.59569931,742
Montrose Regional Airport,Montrose CO,United States,MTJ,KMTJ,-107.893997192,38.509799957300004,5759
Riverton Regional Airport,Riverton WY,United States,RIW,KRIW,-108.459999084,43.064201355,5525
Eastern Oregon Regional At Pendleton Airport,Pendleton,United States,PDT,KPDT,-118.841003418,45.695098877,1497
Lympne Airport,Lympne,United Kingdom,LYM,EGMK,1.013,51.08,351
Porto Cheli Airport,Porto Heli,Greece,PKH,LGHL,23.1478,37.297501,69
Zell Am See Airport,Zell am See,Austria,\N,LOWZ,12.7875,47.292222,2470
RAAF Base Amberley,Amberley,Australia,\N,YAMB,152.712006,-27.6406,91
Tindal Airport,Katherine,Australia,KTR,YPTN,132.3780059814453,-14.521100044250488,443
RAAF Williams\, Laverton Base,Laverton,Australia,\N,YLVT,144.74600219726562,-37.86360168457031,18
Nowra Airport,Nowra,Australia,NOA,YSNW,150.53700256347656,-34.94889831542969,400
Lutsk Airport,Lutsk,Ukraine,UKC,UKLC,25.487165,50.678404,774
Chernihiv Shestovitsa Airport,Chernigov,Ukraine,CEJ,UKRR,31.1583003998,51.4021987915,446
Ternopil International Airport,Ternopol,Ukraine,TNL,UKLT,25.7001,49.5242,1072
Brest Airport,Brest,Belarus,BQT,UMBB,23.8981,52.108299,468
Wittman Regional Airport,Oshkosh,United States,OSH,KOSH,-88.55699920654297,43.98440170288086,808
Harle Airport,Harlesiel,Germany,\N,EDXP,7.820278167724609,53.706668853759766,7
Wangerooge Airport,Wangerooge,Germany,AGE,EDWG,7.913888931274414,53.782779693603516,7
RAAF Base Pearce,Perth,Australia,\N,YPEA,116.01499938964844,-31.667800903320312,149
Bendigo Airport,Bendigo,Australia,\N,YBDG,144.330001831,-36.7393989563,705
Pangborn Memorial Airport,Wenatchee,United States,EAT,KEAT,-120.207000732,47.3988990784,1249
Antonio Nery Juarbe Pol Airport,Arecibo,Puerto Rico,ARE,TJAB,-66.6753005981,18.4500007629,23
Ringi Cove Airport,Ringi Cove,Solomon Islands,RIN,AGRC,157.14300537109375,-8.12639045715332,0
Kirensk Airport,Kirensk,Russia,\N,UIKK,108.064,57.773,840
Ust-Kut Airport,Ust-Kut,Russia,UKX,UITT,105.7300033569336,56.8567008972168,2188
Rimatara Airport,Rimatara,French Polynesia,RMT,NTAM,-152.8059,-22.63725,60
Triengen Airport,Triengen,Switzerland,\N,LSPN,8.078060150146484,47.22669982910156,1594
Lausanne-Blécherette Airport,Lausanne,Switzerland,QLS,LSGL,6.61667013168,46.54529953,2041
Speck-Fehraltorf Airport,Fehraltorf,Switzerland,\N,LSZK,8.757499694824219,47.376399993896484,1748
Locarno Airport,Locarno,Switzerland,ZJI,LSZL,8.87860965729,46.160800933800004,650
Neuchatel Airport,Neuchatel,Switzerland,QNC,LSGN,6.86471986771,46.9575004578,1427
Taganrog Yuzhny Airport,Taganrog,Russia,\N,URRT,38.8491667,47.1983333,117
Gelendzhik Airport,Gelendzhik,Russia,GDZ,URKG,38.0124807358,44.5820926295,98
Zhukovsky International Airport,Ramenskoe,Russia,\N,UUBW,38.150002,55.553299,377
Khabarovsk Airport,Khabarovsk,Russia,\N,UHHT,135.1529998779297,48.525001525878906,262
Dzemgi Airport,Komsomolsk-on-Amur,Russia,\N,UHKD,137.08099365234375,50.60559844970703,89
Belaya Air Base,Sredniiy,Russia,\N,UIIB,103.57499694824219,52.915000915527344,1503
Tunoshna Airport,Yaroslavl,Russia,IAR,UUDL,40.15739822387695,57.560699462890625,287
Gu-Lian Airport,Mohe County,China,OHE,ZYMH,122.43,52.912777777799995,1836
Jining Qufu Airport,Jining,China,JNG,ZLJN,116.346667,35.292778,134
Drake Bay Airport,Puntarenas,Costa Rica,DRK,MRDK,-83.6417007446,8.71889019012,12
Tuzla International Airport,Null,Bosnia and Herzegovina,\N,LQTZ,18.72480010986328,44.45869827270508,784
NAS Fort Worth JRB/Carswell Field,Dallas,United States,\N,KNFW,-97.4414978,32.76919937,650
Naypyidaw Airport,Naypyidaw,Burma,NYT,VYEL,96.2009963989,19.623500824,302
Kyaukhtu South Airport,Kyauktu,Burma,\N,VYXG,94.13030242919922,21.406700134277344,1345
Jan Mayensfield,Jan Mayen,Norway,ZXB,ENJA,-8.57583333333,70.9611111111,39
Bokpyinn Airport,Bokepyin,Burma,\N,VYBP,98.735901,11.1494,100
Wuhai Airport,Wuhai,China,WUA,ZBUH,106.7993,39.7934,3650
Gary Chicago International Airport,Gary,United States,GYY,KGYY,-87.41280364990234,41.61629867553711,591
Brainerd Lakes Regional Airport,Brainerd,United States,BRD,KBRD,-94.13809967,46.39830017,1232
Greenbrier Valley Airport,Lewisburg,United States,LWB,KLWB,-80.3994979858,37.8582992554,2302
Pitt Greenville Airport,Greenville,United States,PGV,KPGV,-77.38529968,35.6352005,26
Chefornak Airport,Chefornak,United States,CYF,PACK,-164.285995483,60.1492004395,40
Oxnard Airport,Oxnard,United States,OXR,KOXR,-119.20700073242,34.200801849365,45
Tongren Fenghuang Airport,Tongren,China,TEN,ZUTR,109.308889,27.883333,0
Naiu Airport,Niau,French Polynesia,NIU,NTKN,-146.3683,-16.1191,50
Schenectady County Airport,Scotia NY,United States,SCH,KSCH,-73.928901672363,42.852500915527,378
Begishevo Airport,Nizhnekamsk,Russia,NBC,UWKE,52.092498779296875,55.564701080322266,643
Volkel Air Base,Volkel,Netherlands,\N,EHVK,5.7077778,51.657222,72
Siargao Airport,Siargao,Philippines,IAO,RPNS,126.013999939,9.8591003418,10
Langeoog Airport,Langeoog,Germany,LGO,EDWL,7.497777938842773,53.74250030517578,7
Biel-Kappelen Airport,Biel,Switzerland,\N,LSZP,7.289999961853027,47.08919906616211,1437
Nelspruit Airport,Nelspruit,South Africa,NLP,FANS,30.9137992859,-25.5,2875
Cherkasy International Airport,Cherkassy,Ukraine,CKC,UKKE,31.99530029296875,49.41559982299805,375
Northeast Florida Regional Airport,St. Augustine Airport,United States,UST,KSGJ,-81.339797973633,29.959199905396,10
Mykolaiv International Airport,Nikolayev,Ukraine,NLV,UKON,31.9197998046875,47.057899475097656,184
Ramechhap Airport,Ramechhap,Nepal,RHP,VNRC,86.0614013671875,27.393999099731445,1555
Charles M. Schulz Sonoma County Airport,Santa Rosa,United States,STS,KSTS,-122.8130035,38.50899887,128
Kissimmee Gateway Airport,Kissimmee,United States,ISM,KISM,-81.4371032715,28.2898006439,82
Lake City Gateway Airport,Lake City,United States,LCQ,KLCQ,-82.57689666750001,30.1819992065,201
Deland Municipal Sidney H Taylor Field,DeLand,United States,\N,KDED,-81.28379822,29.06699944,79
Haller Airpark,Green Cove Springs,United States,\N,7FL4,-81.68515,29.904057,75
Palmar Airport,Santa Lucia,Peru,\N,SLPA,-62.97533416748047,-18.97166633605957,1342
Logan-Cache Airport,Logan,United States,LGU,KLGU,-111.851997375,41.7911987305,4457
Brigham City Airport,Brigham City,United States,BMC,KBMC,-112.06199646,41.5523986816,4229
Malad City Airport,Malad City,United States,MLD,KMLD,-112.2969970703125,42.16659927368164,4503
Aspen-Pitkin Co/Sardy Field,Aspen,United States,ASE,KASE,-106.8690033,39.22320175,7820
Ulyanovsk Baratayevka Airport,Ulyanovsk,Russia,ULV,UWLL,48.226699829100006,54.26829910279999,463
Kerrville Municipal Louis Schreiner Field,Kerrville,United States,ERV,KERV,-99.08570098879999,29.9766998291,1617
Birrfeld Airport,Birrfeld,Switzerland,\N,LSZF,8.233610153198242,47.443599700927734,1300
Sussex County Airport,Georgetown,United States,GED,KGED,-75.35890198,38.68920135,53
Prince Rupert/Seal Cove Seaplane Base,Prince Rupert,Canada,ZSW,CZSW,-130.2830047607422,54.33330154418945,0
Great Bend Municipal Airport,Great Bend,United States,GBN,KGBD,-98.8591995239,38.3442993164,1887
Hays Regional Airport,Hays,United States,HYS,KHYS,-99.27320099,38.84220123,1999
Spirit of St Louis Airport,Null,United States,SUS,KSUS,-90.652000427246,38.662101745605,463
Ely Municipal Airport,Ely,United States,LYU,KELO,-91.83070374,47.82450104,1456
Grand Rapids Itasca Co-Gordon Newstrom field,Grand Rapids MN,United States,GPZ,KGPZ,-93.50980377,47.21110153,1355
Thief River Falls Regional Airport,Thief River Falls,United States,TVF,KTVF,-96.18499756,48.06570053,1119
Eagle River Union Airport,Eagle River,United States,EGV,KEGV,-89.26830291750001,45.932300567599995,1642
Lakeland-Noble F. Lee Memorial field,Minocqua - Woodruff,United States,ARV,KARV,-89.73090363,45.92789841,1629
Ankeny Regional Airport,Ankeny,United States,IKV,KIKV,-93.56639862060547,41.69139862060547,910
Berens River Airport,Berens River,Canada,YBV,CYBV,-97.018303,52.358898,728
Corpus Christi Naval Air Station/Truax Field,Corpus Christi,United States,NGP,KNGP,-97.29109955,27.69260025,18
Catalina Airport,Catalina Island,United States,AVX,KAVX,-118.416,33.4049,1602
Mojave Airport,Mojave,United States,MHV,KMHV,-118.1520004,35.05939865,2801
Interlaken Air Base,Interlaken,Switzerland,ZIN,LSMI,7.8790798,46.6766014,0
Inisheer Aerodrome,Inisheer,Ireland,INQ,EIIR,-9.510899543762207,53.064701080322266,40
Strezhevoy Airport,Strezhevoy,Russia,SWT,UNSS,77.66000366210001,60.709400177,164
Hutchinson Municipal Airport,Hutchinson,United States,HUT,KHUT,-97.86060333250002,38.0654983521,1543
Bagram Air Base,Kabul,Afghanistan,\N,OAIX,69.26499938959999,34.9460983276,4895
Prince Sultan Air Base,Al Kharj,Saudi Arabia,\N,OEPS,47.580501556396484,24.062700271606445,1651
Rosecrans Memorial Airport,Rosecrans,United States,STJ,KSTJ,-94.909698486328,39.771900177002,826
Pápa Air Base,Papa,Hungary,\N,LHPA,17.5007991791,47.3636016846,466
Whiting Field Naval Air Station South Airport,Cuxhaven,Germany,NDZ,KNDZ,-87.02300262451172,30.70439910888672,177
Volk Field,Camp Douglas,United States,VOK,KVOK,-90.253402709961,43.938999176025,912
Gunnison Crested Butte Regional Airport,Gunnison,United States,GUC,KGUC,-106.9329987,38.53390121,7680
Xi'an Xiguan Airport,Xi\\'AN,China,SIA,ZLSN,109.120003,34.376701,0
Zamperini Field,Torrance,United States,TOA,KTOA,-118.33999633789,33.803398132324,103
Manistee Co Blacker Airport,Manistee,United States,MBL,KMBL,-86.24690247,44.2723999,621
Charlotte County Airport,Punta Gorda,United States,PGD,KPGD,-81.9905014,26.92020035,26
Northern Aroostook Regional Airport,Frenchville,United States,WFK,KFVE,-68.31279754639999,47.2854995728,988
Chautauqua County-Jamestown Airport,Jamestown,United States,JHW,KJHW,-79.25800323,42.15340042,1723
La Macaza / Mont-Tremblant International Inc Airport,Mont-Tremblant,Canada,YTM,CYFJ,-74.7799987793,46.409400939899996,827
Lake Cumberland Regional Airport,Somerset,United States,SME,KSME,-84.6158981323,37.053398132299996,927
Shenandoah Valley Regional Airport,Weyers Cave,United States,SHD,KSHD,-78.8964004517,38.2638015747,1201
Devils Lake Regional Airport,Devils Lake,United States,DVL,KDVL,-98.90879822,48.11420059,1456
Dickinson Theodore Roosevelt Regional Airport,Dickinson,United States,DIK,KDIK,-102.802001953,46.7974014282,2592
Sidney Richland Municipal Airport,Sidney,United States,SDY,KSDY,-104.1930008,47.70690155,1985
Chadron Municipal Airport,Chadron,United States,CDR,KCDR,-103.095001221,42.837600708,3297
Alliance Municipal Airport,Alliance,United States,AIA,KAIA,-102.804000854,42.0531997681,3931
Mc Cook Ben Nelson Regional Airport,McCook,United States,MCK,KMCK,-100.5920029,40.20629883,2583
The Florida Keys Marathon Airport,Marathon,United States,MTH,KMTH,-81.05139923,24.72610092,5
Dawson Community Airport,Glendive,United States,GDV,KGDV,-104.8069992,47.13869858,2458
L M Clayton Airport,Wolf Point,United States,OLF,KOLF,-105.574996948,48.094501495399996,1986
Yellowstone Airport,West Yellowstone,United States,WYS,KWYS,-111.1179962,44.68840027,6649
San Luis Valley Regional Bergman Field,Alamosa,United States,ALS,KALS,-105.866997,37.434898,7539
Canyonlands Field,Moab,United States,CNY,KCNY,-109.7549973,38.75500107,4557
Ely Airport Yelland Field,Ely,United States,ELY,KELY,-114.8420029,39.29970169,6259
Vernal Regional Airport,Vernal,United States,VEL,KVEL,-109.5100021,40.4408989,5278
Sierra Blanca Regional Airport,Ruidoso,United States,SRR,KSRR,-105.53500366211,33.462799072266,6814
Show Low Regional Airport,Show Low,United States,SOW,KSOW,-110.005996704,34.265499115,6415
McCall Municipal Airport,McCall,United States,MYL,KMYL,-116.1009979,44.88970184,5024
Lemhi County Airport,Salmon,United States,SMN,KSMN,-113.880996704,45.1237983704,4043
Mammoth Yosemite Airport,Mammoth Lakes,United States,MMH,KMMH,-118.8379974,37.62409973,7135
Friday Harbor Airport,Friday Harbor,United States,FRD,KFHR,-123.024002075,48.5219993591,113
Orcas Island Airport,Eastsound,United States,ESD,KORS,-122.910003662,48.7081985474,31
Astoria Regional Airport,Astoria,United States,AST,KAST,-123.878997803,46.158000946,15
Newport Municipal Airport,Newport,United States,ONP,KONP,-124.05799865722656,44.58039855957031,160
Emmonak Airport,Emmonak,United States,EMK,PAEM,-164.4909973,62.78609848,13
Unalakleet Airport,Unalakleet,United States,UNK,PAUN,-160.798996,63.88840103,27
Ugnu-Kuparuk Airport,Kuparuk,United States,UUK,PAKU,-149.598007202,70.33080291750001,67
Shageluk Airport,Shageluk,United States,SHX,PAHX,-159.569000244,62.6922988892,79
Nuiqsut Airport,Nuiqsut,United States,NUI,PAQT,-151.005996704,70.2099990845,38
Eek Airport,Eek,United States,EEK,PAEE,-162.0438843,60.21367264,12
Kasigluk Airport,Kasigluk,United States,KUK,PFKA,-162.5240021,60.87440109,48
Kwethluk Airport,Kwethluk,United States,KWT,PFKW,-161.444000244,60.790298461899994,25
Kwigillingok Airport,Kwigillingok,United States,KWK,PAGG,-163.169005,59.876499,18
Marshall Don Hunter Sr Airport,Marshall,United States,MLL,PADM,-162.026000977,61.8642997742,103
Russian Mission Airport,Russian Mission,United States,RSH,PARS,-161.319458008,61.7788848877,51
Koliganek Airport,Koliganek,United States,KGK,PAJZ,-157.259002686,59.726600647,269
Manokotak Airport,Manokotak,United States,KMO,PAMB,-159.050003052,58.990200042699996,100
Chalkyitsik Airport,Chalkyitsik,United States,CIK,PACI,-143.740005493,66.6449966431,544
Eagle Airport,Eagle,United States,EAA,PAEG,-141.151001,64.77639771,908
Hughes Airport,Hughes,United States,HUS,PAHU,-154.2630005,66.04109955,299
Huslia Airport,Huslia,United States,HSL,PAHL,-156.3509979,65.69789886,220
Nulato Airport,Nulato,United States,NUL,PANU,-158.07400512695312,64.72930145263672,399
Venetie Airport,Venetie,United States,VEE,PAVE,-146.365997314,67.0086975098,574
Beaver Airport,Beaver,United States,WBQ,PAWB,-147.406997681,66.362197876,359
Central Airport,Central,United States,CEM,PACE,-144.7830048,65.57379913,937
Shungnak Airport,Shungnak,United States,SHG,PAGH,-157.16200256348,66.88809967041,197
Inyokern Airport,Inyokern,United States,IYK,KIYK,-117.8300018,35.65879822,2457
Visalia Municipal Airport,Visalia,United States,VIS,KVIS,-119.392997742,36.3186988831,295
Merced Regional Macready Field,Merced,United States,MCE,KMCE,-120.5139999,37.28469849,155
Laguna de Los Patos International Airport,Colonia,Uruguay,CYR,SUCA,-57.770599365234,-34.456401824951,66
Amarais Airport,Campinas,Brazil,CPQ,SDAM,-47.10820007324219,-22.85919952392578,2008
Phoenix Goodyear Airport,Goodyear,United States,\N,KGYR,-112.375999451,33.4225006104,968
Toowoomba Airport,Toowoomba,Australia,TWB,YTWB,151.91600036621094,-27.542800903320312,2086
Ballera Airport,Ballera,Australia,\N,YLLE,141.809458,-27.405633,385
Gatton Campus Airport,Gatton,Australia,\N,YGAT,152.340459824,-27.5604060653,0
Arkalyk North Airport,Arkalyk,Kazakhstan,AYK,UAUR,66.95279693603516,50.318599700927734,1266
Nabern/Teck Airport,Kirchheim-Teck,Germany,\N,EDTN,9.477222442629998,48.61277771,1214
Angoon Seaplane Base,Angoon,United States,AGN,PAGN,-134.585007,57.503601,0
Elfin Cove Seaplane Base,Elfin Cove,United States,ELV,PAEL,-136.347000122,58.195201873799995,0
Funter Bay Seaplane Base,Funter Bay,United States,FNR,PANR,-134.897994995,58.2543983459,0
Hoonah Airport,Hoonah,United States,HNH,PAOH,-135.410111,58.0961,19
Kake Airport,Kake,United States,AFE,PAFE,-133.910003662,56.9613990784,172
Metlakatla Seaplane Base,Metakatla,United States,MTM,PAMM,-131.5780029296875,55.13100051879883,0
Hydaburg Seaplane Base,Hydaburg,United States,HYG,PAHY,-132.8280029296875,55.206298828125,0
Egegik Airport,Egegik,United States,EGX,PAII,-157.375,58.1855010986,92
Perryville Airport,Perryville,United States,KPV,PAPE,-159.162993,55.905998,29
Pilot Point Airport,Pilot Point,United States,PIP,PAPN,-157.572006226,57.5803985596,57
South Naknek Nr 2 Airport,South Naknek,United States,WSN,PFWS,-157.007995605,58.7033996582,162
Akhiok Airport,Akhiok,United States,AKK,PAKH,-154.182998657,56.9387016296,44
Karluk Airport,Karluk,United States,KYK,PAKY,-154.449996948,57.5671005249,137
Larsen Bay Airport,Larsen Bay,United States,KLN,PALB,-153.977996826,57.5350990295,87
Ambler Airport,Ambler,United States,ABL,PAFM,-157.856994629,67.106300354,334
Buckland Airport,Buckland,United States,BKC,PABL,-161.149002075,65.9815979004,31
Bob Baker Memorial Airport,Kiana,United States,IAN,PAIK,-160.43699646,66.9759979248,166
Kobuk Airport,Kobuk,United States,OBU,PAOB,-156.897003174,66.9123001099,137
Robert (Bob) Curtis Memorial Airport,Noorvik,United States,ORV,PFNO,-161.0189972,66.81790161,55
Selawik Airport,Selawik,United States,WLK,PASK,-159.9859924,66.60009766,17
Brevig Mission Airport,Brevig Mission,United States,KTS,PFKT,-166.466003418,65.3312988281,38
Elim Airport,Elim,United States,ELI,PFEL,-162.2720032,64.61470032,162
Golovin Airport,Golovin,United States,GLV,PAGL,-163.007003784,64.5504989624,59
Teller Airport,Teller,United States,TLA,PATE,-166.339004517,65.2404022217,294
Wales Airport,Wales,United States,WAA,PAIW,-168.095,65.622593,22
White Mountain Airport,White Mountain,United States,WMO,PAWM,-163.412994385,64.689201355,267
Koyuk Alfred Adams Airport,Koyuk,United States,KKA,PAKK,-161.154006958,64.9394989014,154
St Michael Airport,St. Michael,United States,SMK,PAMK,-162.1100006,63.49010086,98
Shaktoolik Airport,Shaktoolik,United States,SKK,PFSH,-161.223999,64.37110138,24
Tin City Long Range Radar Station Airport,Tin City,United States,TNC,PATC,-167.9219971,65.56310272,271
Atka Airport,Atka,United States,AKB,PAAK,-174.2059937,52.22029877,57
Yakataga Airport,Yakataga,United States,CYT,PACY,-142.492996216,60.082000732400004,12
Alakanuk Airport,Alakanuk,United States,AUK,PAUK,-164.659927368,62.680042266799994,10
Kipnuk Airport,Kipnuk,United States,KPN,PAKI,-164.031005859,59.932998657199995,11
False Pass Airport,False Pass,United States,KFP,PAKF,-163.41000366210938,54.8474006652832,20
Nelson Lagoon Airport,Nelson Lagoon,United States,NLG,PAOU,-161.16000366211,56.007499694824,14
Port Moller Airport,Cold Bay,United States,PML,PAAL,-160.561004639,56.0060005188,20
Klawock Airport,Klawock,United States,KLW,PAKW,-133.076004028,55.579200744599994,80
Quinhagak Airport,Quinhagak,United States,KWN,PAQH,-161.8450012,59.75510025,42
Kotlik Airport,Kotlik,United States,KOT,PFKO,-163.533004761,63.0306015015,15
Koyukuk Airport,Koyukuk,United States,KYU,PFKU,-157.727005005,64.8760986328,149
Scammon Bay Airport,Scammon Bay,United States,SCM,PACM,-165.570999146,61.845298767100005,14
Nondalton Airport,Nondalton,United States,NNL,PANO,-154.8390045166,59.980201721191,314
Kongiganak Airport,Kongiganak,United States,KKH,PADY,-162.880996704,59.960800170899994,30
Nikolai Airport,Nikolai,United States,NIB,PAFS,-154.35800170898438,63.01860046386719,441
Akiak Airport,Akiak,United States,AKI,PFAK,-161.231002808,60.9029006958,30
Wainwright Airport,Wainwright,United States,AIN,PAWI,-159.994995117,70.6380004883,41
Zapala Airport,ZAPALA,Argentina,APZ,SAHZ,-70.113602,-38.975498,3330
Rincon De Los Sauces Airport,Rincon de los Sauces,Argentina,RDS,SAHS,-68.9041976929,-37.3905982971,1968
Tte. Julio Gallardo Airport,Puerto Natales,Chile,PNT,SCNT,-72.52839660644531,-51.67150115966797,217
Sierra Grande Airport,Sierra Grande,Argentina,SGV,SAVS,-65.33940124509999,-41.5917015076,688
Cabo F.A.A. H. R. Bordón Airport,Ingeniero Jacobacci,Argentina,IGB,SAVJ,-69.5748977661,-41.320899963399995,2925
Chenega Bay Airport,Chenega,United States,NCN,PFCB,-147.992004395,60.0773010254,72
Tok Junction Airport,Tok,United States,TKJ,PFTO,-142.9539948,63.32949829,1639
Circle City /New/ Airport,Circle,United States,IRC,PACR,-144.076008,65.830498,613
Sleetmute Airport,Sleetmute,United States,SLQ,PASL,-157.166000366,61.7005004883,190
Healy River Airport,Healy,United States,HKB,PAHV,-148.968994140625,63.8661994934082,1263
Klawock Seaplane Base,Klawock,United States,AQC,PAQC,-133.1020050048828,55.5546989440918,0
Minchumina Airport,Lake Minchumina,United States,MHM,PAMH,-152.302001953125,63.88600158691406,678
Manley Hot Springs Airport,Manley Hot Springs,United States,MLY,PAML,-150.643997192,64.99759674069999,270
Natuashish Airport,Natuashish,Canada,\N,CNH2,-61.184399,55.913898,30
Postville Airport,Postville,Canada,YSO,CCD4,-59.78507,54.9105,193
Kangiqsujuaq (Wakeham Bay) Airport,Kangiqsujuaq,Canada,YWB,CYKG,-71.929397583,61.5886001587,501
Alma Airport,Alma,Canada,YTF,CYTF,-71.64189910889999,48.50889968869999,445
Havre St Pierre Airport,Havre-Saint-Pierre,Canada,YGV,CYGV,-63.61140060424805,50.281898498535156,124
Rimouski Airport,Rimouski,Canada,YXK,CYXK,-68.49690246582031,48.47809982299805,82
Tadoule Lake Airport,Tadoule Lake,Canada,XTL,CYBQ,-98.512199,58.7061,923
Lac Brochet Airport,Lac Brochet,Canada,XLB,CZWH,-101.46900177,58.6175003052,1211
South Indian Lake Airport,South Indian Lake,Canada,XSI,CZSN,-98.9072036743,56.7928009033,951
Brochet Airport,Brochet,Canada,YBT,CYBT,-101.679001,57.8894,1136
Little Grand Rapids Airport,Little Grand Rapids,Canada,ZGR,CZGR,-95.4657974243164,52.04560089111328,1005
Cross Lake (Charlie Sinclair Memorial) Airport,Cross Lake,Canada,YCR,CYCR,-97.76080322265625,54.610599517822266,709
Red Sucker Lake Airport,Red Sucker Lake,Canada,YRS,CYRS,-93.55719757080078,54.167198181152344,729
Rainbow Lake Airport,Rainbow Lake,Canada,YOP,CYOP,-119.40799713134766,58.49140167236328,1759
Bonnyville Airport,Bonnyville,Canada,YBY,CYBF,-110.744003,54.304199,1836
Nanaimo Harbour Water Airport,Nanaimo,Canada,ZNA,CAC8,-123.949996948,49.1833000183,0
Ganges Seaplane Base,Ganges,Canada,YGG,CAX6,-123.4969,48.8545,0
Fort St James Airport,Fort St. James,Canada,YJM,CYJM,-124.26300048828125,54.39720153808594,2364
Boundary Bay Airport,Boundary Bay,Canada,YDT,CZBB,-123.012001038,49.0741996765,6
Langley Airport,Langley Township,Canada,\N,CYNJ,-122.630996704,49.10079956049999,34
Denny Island Airport,Bella Bella,Canada,ZEL,CYJQ,-128.063997,52.139702,162
Wekweètì Airport,Wekweeti,Canada,YFJ,CFJ2,-114.077002,64.190804,1208
Camaguey-Campo Cuatro Milpas Airport,Guasave,Mexico,\N,MM52,-108.53800201416,25.652200698853,92
Cabo San Lucas International Airport,Cabo San Lucas,Mexico,\N,MMSL,-109.93699646,22.947700500499998,459
Corn Island,Corn Island,Nicaragua,RNI,MNCI,-83.06379699707031,12.1628999710083,1
San Pedro Airport,Bonanza,Nicaragua,BZA,MNBZ,-84.5999984741211,13.949999809265137,600
Rosita Airport,Rosita,Nicaragua,RFS,MNRT,-84.40889739990234,13.889699935913086,193
Siuna,Siuna,Nicaragua,SIU,MNSI,-84.77777862548828,13.727222442626953,606
Waspam Airport,Waspam,Nicaragua,WSP,MNWP,-83.96939849853516,14.7391996383667,98
San Carlos,San Carlos,Nicaragua,\N,MNSC,-84.7699966430664,11.133399963378906,91
Playa Samara/Carrillo Airport,Carrillo,Costa Rica,PLD,MRCR,-85.481399536133,9.8705101013184,50
Constanza - Expedición 14 de Junio National Airport,Constanza,Dominican Republic,COZ,MDCZ,-70.721900939941,18.907499313354,3950
Negril Airport,Negril,Jamaica,NEG,MKNG,-78.33209991455078,18.34280014038086,9
José Aponte de la Torre Airport,Ceiba,Puerto Rico,RVR,TJRV,-65.6434020996,18.245300293,38
Charlotte Amalie Harbor Seaplane Base,Charlotte Amalie,Virgin Islands,SPB,VI22,-64.9406967163086,18.338600158691406,0
D. Casimiro Szlapelis Airport,Alto Rio Senguer,Argentina,ARR,SAVR,-70.812202,-45.013599,2286
Jose De San Martin Airport,Jose de San Martin,Argentina,JSM,SAWS,-70.4589004517,-44.048599243199995,2407
Uyuni Airport,Uyuni,Bolivia,UYU,SLUY,-66.8483963013,-20.446300506599997,11136
Abaiang Airport,Abaiang Atoll,Kiribati,ABF,NGAB,173.04100036621094,1.798609972000122,0
Afobakka Airstrip,Afobaka,Suriname,\N,SMAF,-54.992033,4.998505,80
Alalapadu Airstrip,Alapadu,Suriname,\N,SMDU,-56.3247,2.5235,880
Albina Airport,Albina,Suriname,ABN,SMBN,-54.05009841918945,5.512720108032227,19
Drietabbetje Airport,Drietabbetje,Suriname,DRJ,SMDA,-54.666671752899994,4.11666679382,236
Kabalebo Airport,Kabalebo,Suriname,\N,SMKA,-57.222999572753906,4.406000137329102,535
Kayser Airport,Kayser,Suriname,\N,SMKE,-56.483001708984375,3.0999999046325684,849
Kwamalasoemoetoe Airport Airport,Kwamelasemoetoe,Suriname,\N,SMSM,-56.78333282470703,2.333329916000366,905
Moengo Airstrip,Moengo,Suriname,\N,SMMO,-54.4003,5.6076,49
Nieuw Nickerie Airport,Nieuw Nickerie,Suriname,ICK,SMNI,-57.039398193359375,5.955560207366943,9
Vincent Fayks Airport,Paloemeu,Suriname,OEM,SMPA,-55.442501068115234,3.3452799320220947,714
